date,total
2023-01-31,7494181677
2023-02-01,7024684040
2023-02-02,5963797480
2023-02-03,7105044213
2023-02-04,2536275737
2023-02-05,1872821015
2023-02-06,7515801441
2023-02-07,7280309256
2023-02-08,7097768393
2023-02-09,6961910230
2023-02-10,8147866100
2023-02-11,2615188122
2023-02-12,1854870299
2023-02-13,7835238675
2023-02-14,7142174145
2023-02-15,7278945919
2023-02-16,7020764740
2023-02-17,7831642962
2023-02-18,2544907329
2023-02-19,1982851730
2023-02-20,8364066105
2023-02-21,7000989651
2023-02-22,8317521515
2023-02-23,7285611695
2023-02-24,8474234462
2023-02-25,3261931794
2023-02-26,1902571516
2023-02-27,9420008209
2023-02-28,7394045154
2023-03-01,6507973484
2023-03-02,6405765483
2023-03-03,7190866116
2023-03-04,2590540670
2023-03-05,1911948216
2023-03-06,7733604027
2023-03-07,7187458839
2023-03-08,6818908624
2023-03-09,6860474703
2023-03-10,9091669254
2023-03-11,2535976712
2023-03-12,1866878966
2023-03-13,7612409085
2023-03-14,7444985032
2023-03-15,7554875582
2023-03-16,6830093316
2023-03-17,7379178612
2023-03-18,2471204006
2023-03-19,1913123494
2023-03-20,6713197624
2023-03-21,8004794002
2023-03-22,6990577627
2023-03-23,8908010615
2023-03-24,7844787226
2023-03-25,2898420850
2023-03-26,1932346229
2023-03-27,7765137918
2023-03-28,8630544856
2023-03-29,7917080993
2023-03-30,9507652002
2023-03-31,7973877718
2023-04-01,2377889080
2023-04-02,1671771716
2023-04-03,7111254238
2023-04-04,6630850959
2023-04-05,6698188215
2023-04-06,8398239805
2023-04-07,7908461805
2023-04-08,2571803956
2023-04-09,1792594935
2023-04-10,7299805023
2023-04-11,7356822589
2023-04-12,7191516496
2023-04-13,7280668301
2023-04-14,7834886585
2023-04-15,2303768573
2023-04-16,1878061329
2023-04-17,7488355807
2023-04-18,7166793067
2023-04-19,7640550053
2023-04-20,8633795909
2023-04-21,8768707976
2023-04-22,2679350672
2023-04-23,1898746587
2023-04-24,8206953198
2023-04-25,8573065926
2023-04-26,7824442574
2023-04-27,8828799965
2023-04-28,7396215734
2023-04-29,2451804030
2023-04-30,2240048485
2023-05-01,7666372897
2023-05-02,5613095356
2023-05-03,7055272979
2023-05-04,6707140985
2023-05-05,7520163966
2023-05-06,2573473238
2023-05-07,1827947493
2023-05-08,7244501389
2023-05-09,7679814774
2023-05-10,7487655829
2023-05-11,6885065322
2023-05-12,7585474346
2023-05-13,2505926250
2023-05-14,1731822527
2023-05-15,6342569605
2023-05-16,7495542649
2023-05-17,6745781853
2023-05-18,6772803939
2023-05-19,7546999464
2023-05-20,3201230245
2023-05-21,1742107746
2023-05-22,8232850928
2023-05-23,7085916955
2023-05-24,7194981704
2023-05-25,7485002121
2023-05-26,7451401532
2023-05-27,2502865711
2023-05-28,1817882806
2023-05-29,7544025045
2023-05-30,8553920367
2023-05-31,7405547755
2023-06-01,6798454235
2023-06-02,6582538468
2023-06-03,2525833184
2023-06-04,1882847767
2023-06-05,6998415106
2023-06-06,6964196740
2023-06-07,7170714421
2023-06-08,7406578369
2023-06-09,7284437172
2023-06-10,3267140142
2023-06-11,1899544557
2023-06-12,7718374642
2023-06-13,7364211823
2023-06-14,7331196139
2023-06-15,7309494475
2023-06-16,7448759869
2023-06-17,2621231449
2023-06-18,1911685195
2023-06-19,7678224153
2023-06-20,8391844331
2023-06-21,7570913180
2023-06-22,8369828059
2023-06-23,7835708236
2023-06-24,2481847811
2023-06-25,2323337469
2023-06-26,8131998858
2023-06-27,7742745615
2023-06-28,8400352146
2023-06-29,8546451456
2023-06-30,8018180543
2023-07-01,2249540234
2023-07-02,1830249642
2023-07-03,7187406031
2023-07-04,6384580189
2023-07-05,6825626987
2023-07-06,6902220936
2023-07-07,7231758393
2023-07-08,2676442170
2023-07-09,1921144981
2023-07-10,8257504083
2023-07-11,7323048439
2023-07-12,6971591768
2023-07-13,7290405505
2023-07-14,7722472027
2023-07-15,2329431347
2023-07-16,1888163402
2023-07-17,7379298748
2023-07-18,7243763175
2023-07-19,6967574817
2023-07-20,8173072180
2023-07-21,8719844717
2023-07-22,2572925249
2023-07-23,2004559299
2023-07-24,8044035724
2023-07-25,7235248423
2023-07-26,7391405332
2023-07-27,8231988500
2023-07-28,8620717396
2023-07-29,2647089611
2023-07-30,2260762731
2023-07-31,7405559181
2023-08-01,6777201792
2023-08-02,6054353287
2023-08-03,5857498296
2023-08-04,6431477494
2023-08-05,2457180335
2023-08-06,1681058799
2023-08-07,6670966698
2023-08-08,5680956297
2023-08-09,5894468135
2023-08-10,6489886014
2023-08-11,6268298878
2023-08-12,2295153398
2023-08-13,1726640633
2023-08-14,5436550636
2023-08-15,5934890508
2023-08-16,5528657437
2023-08-17,5278937988
2023-08-18,5490822646
2023-08-19,2325404237
2023-08-20,2220343993
2023-08-21,6464947899
2023-08-22,6188824718
2023-08-23,6035731650
2023-08-24,5962900418
2023-08-25,6762753013
2023-08-26,2380769783
2023-08-27,1678401028
2023-08-28,7194756266
2023-08-29,7147337815
2023-08-30,7504321763
2023-08-31,7130687246
2023-09-01,6673591107
2023-09-02,2415971951
2023-09-03,1852028349
2023-09-04,6662001241
2023-09-05,6817956125
2023-09-06,6412551350
2023-09-07,6829871137
2023-09-08,6770963579
2023-09-09,2635154675
2023-09-10,2624893314
2023-09-11,6227780457
2023-09-12,7214712298
2023-09-13,7218655779
2023-09-14,6933856017
2023-09-15,7345913747
2023-09-16,2583542029
2023-09-17,1970865744
2023-09-18,7360820430
2023-09-19,7440674371
