date,columna1,columna2,columna3,columna4,columna5,columna6,columna7,columna8,columna9,columna10,columna11,columna12,columna13,columna14,columna15,columna16,columna17,columna18,columna19,columna20,columna21,columna22,columna23,columna24,columna25,columna26,columna27,columna28,columna29,columna30,columna31,columna32,columna33
2017-09-27,3360059285,2942444916,714712689,172217273,35210174,22270592,24488394,72560902,48648985,44812820,93985122,28620288,118883678,14538892,26831151,11644418,200680518,132005143,62855235,21226508,47923400,1533917850,308521136,928577242,296819472,187585320,14290487,94943665,70676877,62046940,50009064,12037876,130914889
2017-09-28,3769273873,3334978381,811957621,184590432,49122994,24063008,27320064,88016274,50275884,53145499,95764491,21688893,120536698,13530950,62936939,20965495,202360178,242049850,161559911,32440769,48049170,1765300091,377363973,1062506931,325429187,167323459,19044331,139061397,92066564,50800053,35590914,15209139,126017813
2017-09-29,6086791773,5511054685,1502096880,346733108,98047741,37191551,94432815,148304736,83357737,117404757,173497799,38649952,180624271,38335189,65618657,79898567,154973619,305470702,119480940,72769287,113220475,2865876710,509043177,1923794323,433039210,265190412,19569114,148279684,147437144,61307682,41963253,19344429,175663337
2017-09-30,15746136456,14284399923,3476361644,810244980,117710445,67183033,210336413,471158346,54388101,266823497,206917350,80472285,181547523,62918675,72197725,874463271,446120291,836727383,383922378,231340764,221464241,5161821887,346019638,3311626635,1504175614,760875750,431289791,312010073,1465831957,214709801,54795422,159914379,656687857
2017-10-01,2273954055,1664363091,198538287,19367441,1446643,910028,1677153,21526465,40858,3460776,12020717,784984,9914561,409875,76311331,50667455,102751091,102132572,60037836,14785474,27309262,231775938,10036186,141974094,79765658,40471644,16480358,22813656,68107707,42050137,28468460,13581677,723655655
2017-10-02,3747942998,2850168659,493767746,153820128,17761510,13419528,14732876,45213816,24468751,32767116,85585837,12120659,50283253,10199307,19914361,13480604,472929637,231540905,147266174,42524591,41750140,1239752630,129255568,768959242,341537820,226587019,17887865,97062936,173910482,45244347,36358963,8885384,329742102
2017-10-03,2498022975,2086580255,523996159,155325775,29029151,16575079,17194579,42570560,36472542,28520251,43469293,12360279,100028834,9760417,18824795,13864604,240264971,77164140,41034206,14871770,21258164,1097380684,146353392,669951481,281075811,170231343,14601038,96243430,52908909,65811072,31578939,34232133,83744055
2017-10-04,2789524510,2383779932,612918152,175065661,28137502,19815527,19417238,54259990,49655115,37586044,69829905,14293173,93964332,10470958,24818524,15604183,210438788,66032740,33659751,13661075,18711914,1222923532,166181515,752056503,304685514,189752659,14130609,100802246,64495346,36425985,27669715,8756270,206000365
2017-10-05,3016739646,2498228430,670355145,212601250,26770587,20698721,16664854,50544249,48567691,41259178,60108995,16554345,121230782,9653185,30937500,14763808,271685312,114493145,76595301,13680825,24217019,1272178551,181927506,782358878,307892167,195944174,14867859,97080134,75942574,41182314,29795599,11386715,93219612
2017-10-06,3172803635,2776550116,783537316,233291065,32610099,23398619,25712566,55949067,34624638,61023271,85955896,20962436,120456208,14937078,26611610,48004763,219857523,83644641,40136216,21460051,22048374,1507930641,181670752,965383204,360876685,229900877,18614711,112361097,62281505,47633653,34994337,12639316,83674880
2017-10-07,902490970,858320738,129399806,58959205,9548328,4384038,5378298,3343389,2967563,7116770,4201256,7319534,18270991,1269054,1109269,5532111,9639697,3544136,2006275,335333,1202528,601651581,12954285,211542454,377154842,274418847,14432714,88303281,19379571,35512185,22713158,12799027,26519639
2017-10-08,466532992,434229074,60518392,24534542,149216,1399249,3589747,3661028,234730,5826767,3793338,3117820,8326343,2803136,872865,2209611,10693122,2372532,1127987,244735,999810,173580359,4605147,85215252,83759960,44307053,11488785,27964122,26866063,33562558,22602283,10960275,109087620
2017-10-09,2869615565,2310817380,612400201,205638927,16254688,22920895,22761321,54222484,30360962,40891571,80948859,13790981,73280411,9840393,19309205,22179504,300309650,69705324,37044553,12107173,20553598,1241672814,163826553,804926472,272919789,169621168,13591160,89707461,68527920,39446845,30814571,8632274,89520310
2017-10-10,3642978606,3144560444,750506442,203101364,28803271,23416204,34247470,66736828,45189132,65961054,71916354,19969686,96253774,12973154,33824789,48113362,293771090,145072522,79468359,30710830,34893333,1595053018,176189325,1088546750,330316943,216733868,19360827,94222248,114732450,37807022,28747686,9059336,122450167
2017-10-11,3037075782,2604921256,631379810,193419277,29452859,25607360,24649839,53740763,29985122,42752124,54883580,16737441,102549880,12441679,20044996,25114890,238966217,99111114,51305238,17320428,30485448,1453263476,172611314,933069138,347583024,236361253,18529598,92692173,105079085,39066802,27026374,12040428,75744399
2017-10-12,552000829,524640692,120068745,23355901,4241568,1620257,1069236,5958713,4559762,7184015,6617016,3136052,22030340,722630,36731289,2841966,10109972,6055722,3746794,289341,2019587,265877609,16841826,155258860,93776923,49931356,8929482,34916085,22193447,30355325,19678469,10676856,44487713
2017-10-13,3151697304,2621771498,661874473,228216162,35631020,21281016,23483772,60565699,27614488,50482208,58346668,13602000,99432803,10934486,11531440,20752711,311315349,40350543,16055907,7774263,16520373,1471136809,184867730,904557874,381711205,258738857,18499831,104472517,127212250,40599460,28409268,12190192,69391318
2017-10-14,879842889,838939881,141371160,62917097,7689086,3772077,5022885,2251004,2394767,18543526,4862486,4384133,20706041,1166387,1716606,5945065,7257203,7772703,2543460,4565971,663272,604009293,20445347,234835180,348728766,251275080,18795875,78657811,17472219,31823016,20613671,11209345,4681371
2017-10-15,1447420938,1344748634,363898349,60899834,6549080,6417007,42358122,30682019,1200491,54912227,49521907,17003201,75957442,10534709,6896962,965348,24805307,16685752,7107464,3104914,6473374,513601088,61219346,354978127,97403615,43974144,23976049,29453422,71314677,36967106,25452579,11514527,105019387
2017-10-16,3611190667,2867275906,712894638,222017237,19131936,23313652,29632966,69157270,2628498,57327607,95137706,17980962,116088406,14857940,27124977,18495481,489069514,98912056,50531890,13229884,35150282,1527351628,210137102,967133407,350081119,218383561,25074143,106623415,96917661,45498182,33031924,12466258,168649265
2017-10-17,2849395515,2488826221,688803972,182068338,18921249,20514681,22102725,55574645,71374133,40257458,63660408,16692851,115288133,11136762,26545450,44667139,169334110,78693760,43217532,8885913,26590315,1316300979,210878888,806069666,299352425,185099012,19884795,94368618,83533409,34004800,23472447,10532353,75951589
2017-10-18,3009340285,2662792874,696879959,174583693,25836299,23990728,26164212,53885508,46102121,40753116,63772752,17580389,117948879,12686391,58298928,35276943,141236684,110631242,53878354,26661927,30090961,1294166482,229918196,784203336,280044950,175060302,14288708,90695940,242402485,34335484,24976386,9359098,109833497
2017-10-19,2957402974,2628631981,656141765,180784348,31255106,17687938,19150097,58299077,51994878,46141511,64678518,16054598,117126093,10521572,26918295,15529734,140610064,82042753,39564721,10764317,31713715,1255284080,210002726,768328476,276952878,176570168,13668815,86713895,69010205,35281419,25555136,9726283,330753305
2017-10-20,4169028751,3480803415,888203807,253831646,57877373,23890530,42148480,72662506,35042262,85769831,95961530,23589827,104053549,18894489,33223241,41258543,428249460,120734783,56985873,21670312,42078598,1711281555,209107944,1145797305,356376306,225791254,17068134,113516918,143518706,44568019,30645457,13922562,120956315
2017-10-21,904033727,851225557,122989272,57851785,9035887,4440732,6823180,2076088,2197999,5698754,6625861,3529389,20169870,1549818,387921,2601988,16467040,4634252,3121356,682615,830281,610667307,17927171,221986913,370753223,269073155,13940875,87739193,15569290,30755319,18745227,12010092,33972195
2017-10-22,455380710,399487551,62084575,22491469,124804,757692,3312433,1075800,259644,4491620,4867157,5799838,11168929,3035840,559838,4139511,16298923,2563689,1764009,274008,525672,175564333,3152229,98267853,74144251,40869079,8509834,24765338,22100790,29647740,19152400,10495340,86393198
2017-10-23,3344577465,2898391290,742810267,202157202,24625492,25873316,29779799,66469328,33693365,59529473,81315337,21679655,142540692,14479517,29010726,11656365,179304115,107415562,51870371,23858514,31686677,1460546584,197713483,942694947,320138154,208858676,16674349,94605129,75943268,40465128,30783994,9681134,217381957
2017-10-24,2941561442,2604355194,692488506,181223410,27670268,23288063,19771313,60640743,63681244,41815615,58963023,22099948,104659868,13756866,35165527,39752618,160943269,96954547,51444173,15210640,30299734,1404246298,242732205,878671293,282842800,172251083,18636947,91954770,68954238,33712167,25044505,8667662,62875077
2017-10-25,3166065963,2797216202,711274428,189630996,34987429,18411097,25024900,65824748,45782665,49852038,89637346,21985117,110177321,13472328,33610922,12877521,164636667,135187105,66582654,21864135,46740316,1402112822,226737159,879043016,296332647,185581341,15451785,95299521,83134676,30452456,19681594,10770862,104388955
2017-10-26,3325460774,3005802651,688653286,195153941,32873695,19968569,18384421,58122668,44344496,52091951,61969363,19871193,113078228,11105343,42515634,19173784,142778134,122548537,70538054,15168375,36842108,1667568165,248906145,1125030227,293631793,186409759,14519224,92702810,58371812,33732205,23503961,10228244,130202442
2017-10-27,3578789417,3225722305,907769935,245384549,87566470,25964529,32084954,80231142,41368019,68421479,77239635,27330160,130393805,14874645,38231047,38679501,128008811,166778158,95721279,22682569,48374310,1667246754,249919630,1052544280,364782844,240150931,16968777,107663136,73818017,52814269,39064765,13749504,127881604
2017-10-28,912356121,867222184,118864096,54958689,8438359,4535208,7350105,2738500,2692847,5156025,4616679,6993180,12829990,1382735,352395,6819384,13098517,5959132,4640996,214764,1103372,652926244,28557552,242012670,382356022,281986482,10998369,89371171,15292030,30684364,17236122,13448242,7860649
2017-10-29,364908181,321243960,53149183,22738567,132505,581385,3281594,1726849,324426,4250462,3529513,3897636,8862066,2216857,556611,1050712,6134649,2304616,1564835,343232,396549,160415250,2150330,75046594,83218326,38716149,8998701,35503476,36796043,27257855,16912353,10345502,17858681
2017-10-30,4390963393,3833115737,888280458,234777831,46169375,26209311,35729095,102134561,45207404,78063840,99709969,29896278,112531871,19945288,40665537,17240098,176869810,245100554,100380692,62144090,82575772,1955789217,367826176,1201654299,386308742,251791213,17246405,117271124,131883964,35496860,17895390,17601470,119240487
2017-10-31,19856866584,18094757569,4795566996,1140584174,182151595,83131136,295405143,600657076,130032758,371090941,427392882,116652639,324661758,98417463,118754298,906635133,624485625,1006345066,419546136,261373284,325425646,7010552412,797072710,4620819616,1592660086,735196649,450691910,406771527,1561907189,212753073,38188352,174564721,751233643
2017-11-01,2414523682,1838195550,177832350,24441022,556757,2423383,2794185,4738098,12247862,4693158,17159799,521517,27850839,837586,13152628,66415516,55161660,97913490,69175457,14603959,14134074,379245911,15310008,255762217,108173686,51362375,19610417,37200894,64118780,26508588,15692820,10815768,741799297
2017-11-02,3518600879,2676294024,582179473,230923066,13733639,13069049,15352395,40690423,40913512,36185563,65533334,12432024,70795919,9826102,21241194,11483253,389321442,133608066,59535369,48229144,25843553,1354844922,160080044,849525745,345239133,226743761,23358406,95136966,71981006,41772862,19685983,22086879,300014252
2017-11-03,3017307913,2562465760,667520020,212394817,36532087,29432324,23994237,48269216,42778763,44265317,68321252,20440667,85531865,11033560,23711085,20814830,245563384,84442528,35487633,20727418,28227477,1394536033,170236595,828945738,395353700,251774744,16857040,126721916,136433406,40525707,19056370,21469337,59719364
2017-11-04,1049315362,970756854,108325354,53553466,1564558,4449405,4126482,4152955,4128404,5049312,4860570,3522222,14290981,1058528,1186768,6381703,51327142,2888923,1741253,226898,920772,641667167,11258770,218920820,411487577,297872906,9376749,104237922,13063504,23553944,12307317,11246627,151548574
2017-11-05,355843906,310528808,47444340,20103915,98077,1169293,3493915,1344380,240234,3940938,6252509,2216854,4770072,1319333,556765,1938055,10304300,7338294,4818398,723707,1796189,147770468,3670715,74985480,69114273,35974018,7881784,25258471,16537118,24673738,15458476,9215262,44696363
2017-11-06,3159961751,2621993668,670807876,214717303,25401045,23179906,18512752,64368155,42614444,42203400,72926628,13946156,89111364,11351876,32126360,20348487,265187173,84145094,36471051,16645052,31028991,1451296936,167919097,934324999,349052840,211266574,19226700,118559566,80878061,26060151,17775721,8284430,97035211
2017-11-07,2821425166,2450297728,646393242,172775686,30930079,20705060,17945415,56639562,35656745,43697229,63602975,17708146,89110787,16351208,31411205,49859145,180661732,57500319,22382939,12520511,22596869,1332204052,205755995,827750540,298697517,185316696,18631201,94749620,61390478,22305587,14092780,8212807,88921593
2017-11-08,3191031743,2697132393,568472962,172772050,27324060,15886871,18941371,46642406,38916068,39174429,58241415,18762782,80023744,10199526,26990756,14597484,235482100,306560540,265428770,15062624,26069146,1354681843,198477548,860350907,295853388,176337572,18707772,100808044,71347620,23876639,15078624,8798015,172299249
2017-11-09,2191827740,1975622165,564200751,180656627,24805760,17230402,17297510,49225753,32097281,42185305,55212714,15541958,79800049,10474681,20092773,19579938,116012982,57786924,31878000,6362741,19546183,1123910289,138313308,705003491,280593490,174798105,14677521,91117864,45407870,23239216,14442894,8796322,69788626
2017-11-10,3905127177,3222783843,879320953,263098379,41057341,26699637,42674748,72532844,27066907,87638262,98265695,23463788,133659038,17826108,26130531,19207675,434124435,101938897,46476722,22118931,33343244,1806379443,215389734,1228196643,362793066,235324068,18696559,108772439,93127800,49045506,38101055,10944451,87794982
2017-11-11,955772439,877262102,129248954,62240756,7929150,3628312,6789826,2880081,4605231,5168163,5033704,8119945,16161938,1345714,225566,5120568,49711572,4817768,2767522,985296,1064950,653678897,14341452,253608531,385728914,278487506,10616199,96625209,29808872,20436860,9122843,11314017,8965164
2017-11-12,313250648,286031605,61336921,27235401,131000,473855,4132559,1027154,1671631,5422043,6061106,3961988,7497927,2877515,606670,238072,6720265,2891126,937154,92750,1861222,120806600,3961859,53074984,63769757,31829702,7959574,23980481,20755544,21403040,12413990,8989050,40761477
2017-11-13,3584581293,2937520125,676315656,218101474,21688038,26026710,23924505,59789131,18649306,46419269,70978069,21065039,90696590,15156433,24473016,39348076,370949013,96095280,47297843,15143003,33654434,1457894196,193465676,940595397,323833123,204791956,16217469,102823698,167662952,24299984,14296226,10003758,118509087
2017-11-14,3016352801,2581773765,652050519,174065324,29517348,20232510,19517675,51803244,46479164,42707806,60123485,18837250,115603777,11290394,20223507,41649035,245343229,89945980,50926986,11584698,27434296,1390363447,200252266,884768145,305343036,180402297,19993173,104947566,89216950,20862117,11954015,8908102,106652699
2017-11-15,4796674171,4250330165,1184982523,234802314,33755198,32388690,89885134,95199177,46207994,135555997,136331245,42755275,209411130,27264780,77308725,24116864,263814405,263414117,201527952,19958350,41927815,1980066856,317483699,1331587343,330995814,189638017,33576403,107781394,145158257,23920891,13616275,10304616,169467557
2017-11-16,3215860171,2721734779,655891967,182637509,21770004,19780646,18928089,58159050,44731100,45380650,70595850,21693593,111099861,12853730,32563642,15698243,296203575,79975985,43127378,14322693,22525914,1372484743,211765535,850508909,310210299,187437454,23151132,99621713,96423305,23954486,15561281,8393205,255450481
2017-11-17,3511721998,3138421084,863978670,242310313,41861075,24654768,29082563,61569790,47943594,60543760,91299237,26192749,157570276,17844082,24320923,38785540,150328227,117175995,56709720,30598148,29868127,1578537868,253821497,958662441,366053930,239689422,16800159,109564349,254707049,31018020,19120382,11897638,91949963
2017-11-18,853108443,803373183,120067964,59776439,1061473,4751635,6886789,2379743,3776850,5987522,5150898,8060108,15366601,1754601,105404,5009901,10223821,3957644,2664284,602586,690774,608254514,10738110,231419495,366096909,271191458,10504719,84400732,15826563,20070614,8739698,11330916,8300910
2017-11-19,400432208,373586950,56333618,24707036,210969,586668,3603554,1755423,627619,4185615,4251565,4126571,8248668,2678393,539406,812131,5804025,1713596,1359655,17804,336137,116435450,2114311,53539191,60781948,33543332,8193177,19045439,25457437,19957750,10904750,9053000,134145584
2017-11-20,4234191253,3334016934,791675819,205757589,48872007,23450744,36511010,72999463,27808230,79714459,87754709,23384732,126901395,15341832,30048898,13130751,589896130,114453799,52931321,23314927,38207551,1766266743,286768376,1150749557,328748810,207453278,18448499,102847033,110283443,25386478,16546319,8840159,261770192
